name	class
FAMOTIDINE	HISTAMINE ANTAGONISTS
RANITIDINE	HISTAMINE ANTAGONISTS
RANITIDINE	HISTAMINE ANTAGONISTS
RANITIDINE	HISTAMINE ANTAGONISTS
SUCRALFATE	PROTECTANTS,ULCER
SUCRALFATE	PROTECTANTS,ULCER
MISOPROSTOL	ANTIULCER AGENTS,OTHER
LACTASE (OTC)	DIGESTANTS
PANCREATIC ENZYMES	DIGESTANTS
APREPITANT	ANTIEMETICS
DOXYLAMINE	ANTIEMETICS
ONDANSETRON	ANTIEMETICS
ONDANSETRON	ANTIEMETICS
PROCHLORPERAZINE	ANTIEMETICS
PROCHLORPERAZINE	ANTIEMETICS
PROCHLORPERAZINE MALEATE	ANTIEMETICS
TRIMETHOBENZAMIDE	ANTIEMETICS
BALSALAZIDE DISODIUM	GASTRIC MEDICATIONS,OTHER
MESALAMINE	GASTRIC MEDICATIONS,OTHER
MESALAMINE	GASTRIC MEDICATIONS,OTHER
MESALAMINE	GASTRIC MEDICATIONS,OTHER
OMEPRAZOLE	GASTRIC MEDICATIONS,OTHER
PANTOPRAZOLE	GASTRIC MEDICATIONS,OTHER
PANTOPRAZOLE	GASTRIC MEDICATIONS,OTHER
SIMETHICONE (OTC)	GASTRIC MEDICATIONS,OTHER
SULFASALAZINE	GASTRIC MEDICATIONS,OTHER
SULFASALAZINE	GASTRIC MEDICATIONS,OTHER
URSODIOL	GASTRIC MEDICATIONS,OTHER
URSODIOL	GASTRIC MEDICATIONS,OTHER
PHENAZOPYRIDINE HCL	ANALGESICS,URINARY
OXYBUTYNIN	ANTISPASMODICS,URINARY
OXYBUTYNIN CHLORIDE	ANTISPASMODICS,URINARY
CLINDAMYCIN PHOSPHATE	ANTI-INFECTIVES,VAGINAL
CLOTRIMAZOLE (OTC)	ANTI-INFECTIVES,VAGINAL
METRONIDAZOLE	ANTI-INFECTIVES,VAGINAL
ESTROGENS CONJUGATED	ESTROGENS,VAGINAL
ERGONOVINE MALEATE	OXYTOCICS
DIMETHYLSULFOXIDE	GENITO-URINARY AGENTS,OTHER
LIDOCAINE HCL 3.5%	GENITO-URINARY AGENTS,OTHER
LIDOCAINE HCL URH	GENITO-URINARY AGENTS,OTHER
MOISTURIZER, VAGINAL (EQV-REPLENS)	GENITO-URINARY AGENTS,OTHER
SEVELAMER CARBONATE	GENITO-URINARY AGENTS,OTHER
SILDENAFIL CITRATE	GENITO-URINARY AGENTS,OTHER
HYDROXYPROGESTERONE CAPROATE	#N/A
FISH OIL	HERBS/ALTERNATIVE THERAPIES
DEXAMETHASONE	GLUCOCORTICOIDS
DEXAMETHASONE	GLUCOCORTICOIDS
DEXAMETHASONE	GLUCOCORTICOIDS
DEXAMETHASONE	GLUCOCORTICOIDS
DEXAMETHASONE	GLUCOCORTICOIDS
HYDROCORTISONE	GLUCOCORTICOIDS
HYDROCORTISONE	GLUCOCORTICOIDS
METHYLPREDNISOLONE	GLUCOCORTICOIDS
METHYLPREDNISOLONE	GLUCOCORTICOIDS
METHYLPREDNISOLONE	GLUCOCORTICOIDS
PREDNISONE	GLUCOCORTICOIDS
TRIAMCINOLONE	GLUCOCORTICOIDS
TRIAMCINOLONE (PRESERVATIVE FREE)	GLUCOCORTICOIDS
FLUDROCORTISONE ACETATE	MINERALOCORTICOIDS
DANAZOL	ANDROGENS/ANABOLICS
FLUOXYMESTERONE	ANDROGENS/ANABOLICS
NANDROLONE DECONATE	ANDROGENS/ANABOLICS
TESTOSTERONE	ANDROGENS/ANABOLICS
TESTOSTERONE	ANDROGENS/ANABOLICS
TESTOSTERONE (IN OIL)	ANDROGENS/ANABOLICS
DESOGESTREL0.15MG/ETHINYL ESTRADIOL 30MCG,28 (MONO) (EQV-RECLIPSEN)	CONTRACEPTIVES,SYSTEMIC
ETHINYL ESTRADIOL 0.12MG/ETONOGESTREL 0.015MG (EQV-NUVARING)	CONTRACEPTIVES,SYSTEMIC
ETHINYL ESTRADIOL 20MCG/LEVONORGESTREL 0.1MG,28 (MONO) (EQV-LUTERA)	CONTRACEPTIVES,SYSTEMIC
ETHINYL ESTRADIOL 30MCG/LEVONORGESTREL 0.15MG,28 (MONO) (EQV-LEVLEN)	CONTRACEPTIVES,SYSTEMIC
ETHINYL ESTRADIOL 30MCG/LEVONORGESTREL 0.15MG,91 (MONO) (EQV-SEASONALE)	CONTRACEPTIVES,SYSTEMIC
ETHINYL ESTRADIOL 30MCG/LEVONORGESTREL,28 (TRI) (EQV-TRI-LEVLEN)	CONTRACEPTIVES,SYSTEMIC
ETHINYL ESTRADIOL 35MCG/NORETHINDRONE 1MG,28 (MONO) (EQV-NORINYL 1 +35)	CONTRACEPTIVES,SYSTEMIC
ETHINYL ESTRADIOL 35MCG/NORETHINDRONE,28 (TRI) (EQV-NECON 7/7/7)	CONTRACEPTIVES,SYSTEMIC
ETHINYL ESTRADIOL 35MCG/NORGESTIMATE 0.25MG,28 (MONO) (EQV-MONONESSA)	CONTRACEPTIVES,SYSTEMIC
ETHINYL ESTRADIOL 35MCG/NORGESTIMATE,28 (TRI) (EQV-TRINESSA)	CONTRACEPTIVES,SYSTEMIC
LEVONORGESTREL (EQV. PLAN B and PLAN B ONE STEP)	CONTRACEPTIVES,SYSTEMIC
MESTRANOL 50MCG/NORETHINDRONE 1MG,28 (MONO) (EQV-NORINYL 1+50)	CONTRACEPTIVES,SYSTEMIC
NORETHINDRONE 0.35MG (EQV-NOR QD),28	CONTRACEPTIVES,SYSTEMIC
ESTRADIOL	ESTROGENS
ESTRADIOL	ESTROGENS
ESTRADIOL	ESTROGENS
ESTRADIOL/LEVONORGESTREL (EQV-CLIMARA PRO)	ESTROGENS
ESTROGENS	ESTROGENS
ESTROGENS CONJUGATED	ESTROGENS
ESTROGENS CONJUGATED (EQUINE)	ESTROGENS
ESTROGENS ESTERIFIED	ESTROGENS
ETHINYL ESTRADIOL 20MCG	ESTROGENS
CLOMIPHENE	GONADOTROPINS
INSULIN ASPART	INSULIN
INSULIN ASPART PROTAMINE/INSULIN ASPART (70/30)	INSULIN
INSULIN HUMAN 50/50 (NPH/REG)  (OTC)	INSULIN
INSULIN HUMAN 70/30 (NPH/REG)  (OTC)	INSULIN
INSULIN HUMAN LENTE 100U/ML  (OTC)	INSULIN
INSULIN HUMAN NPH 100U/ML (OTC)	INSULIN
INSULIN HUMAN REGULAR 100U/ML (OTC)	INSULIN
INSULIN LONG ACTING ANALOG	INSULIN
ACARBOSE	ORAL HYPOGLYCEMIC AGENTS,ORAL
GLIPIZIDE	ORAL HYPOGLYCEMIC AGENTS,ORAL
METFORMIN	ORAL HYPOGLYCEMIC AGENTS,ORAL
METFORMIN HCL	ORAL HYPOGLYCEMIC AGENTS,ORAL
SAXAGLIPTIN	ORAL HYPOGLYCEMIC AGENTS,ORAL
DEXTROSE SQUEEZE TUBE (OTC)	ANTIHYPOGLYCEMICS
GLUCAGON	ANTIHYPOGLYCEMICS
GLUCOSE  (OTC)	ANTIHYPOGLYCEMICS
LANREOTIDE	ANTERIOR PITUITARY
DESMOPRESSIN  ACETATE	POSTERIOR PITUITARY
DESMOPRESSIN ACETATE	POSTERIOR PITUITARY
VASOPRESSIN	POSTERIOR PITUITARY
MEDROXYPROGESTERONE ACETATE	PROGESTINS
MEDROXYPROGESTERONE ACETATE	PROGESTINS
MEGESTROL ACETATE	PROGESTINS
MEGESTROL ACETATE	PROGESTINS
LEVOTHYROXINE	THYROID SUPPLEMENTS
LEVOTHYROXINE NA	THYROID SUPPLEMENTS
LIOTHYRONINE	THYROID SUPPLEMENTS
METHIMAZOLE	ANTITHYROID AGENTS
PROPYLTHIOURACIL	ANTITHYROID AGENTS
ALPROSTADIL	PROSTAGLANDINS
ALPROSTADIL URETHRAL	PROSTAGLANDINS
ALENDRONATE	HORMONES/SYNTHETICS/MODIFIERS,OTHER
CALCITONIN	HORMONES/SYNTHETICS/MODIFIERS,OTHER
CALCITONIN	HORMONES/SYNTHETICS/MODIFIERS,OTHER
CONJUGATED ESTROGENS/MEDROXYPROGESTERONE (PREMPRO/PREMPHASE)	HORMONES/SYNTHETICS/MODIFIERS,OTHER
ESTRADIOL/NORETHINDRONE (EQV-COMBIPATCH)	HORMONES/SYNTHETICS/MODIFIERS,OTHER
ETHINYL ESTRADIOL 5MCG/NORETHINDRONE ACETATE 1MG ORAL (FEMHRT)	HORMONES/SYNTHETICS/MODIFIERS,OTHER
ETIDRONATE	HORMONES/SYNTHETICS/MODIFIERS,OTHER
ETIDRONATE	HORMONES/SYNTHETICS/MODIFIERS,OTHER
FINASTERIDE	HORMONES/SYNTHETICS/MODIFIERS,OTHER
GALLIUM	HORMONES/SYNTHETICS/MODIFIERS,OTHER
NONOXYNOL	HORMONES/SYNTHETICS/MODIFIERS,OTHER
PAMIDRONATE	HORMONES/SYNTHETICS/MODIFIERS,OTHER
RISEDRONATE NA	HORMONES/SYNTHETICS/MODIFIERS,OTHER
ZOLEDRONIC	HORMONES/SYNTHETICS/MODIFIERS,OTHER
BCG VACCINE	VACCINES
HAEMOPHILUS B CONJUGATE VACCINE	VACCINES
HEPATITIS A VACCINE	VACCINES
HEPATITIS A/HEPATITIS B VACCINE	VACCINES
HEPATITIS B VACCINE (RECOMBINANT)	VACCINES
INFLUENZA VIRUS VACCINE	VACCINES
MEASLES/MUMPS/RUBELLA VIRUS VACCINE	VACCINES
MENINGOCOCCAL CONJUGATE VACCINE	VACCINES
MENINGOCOCCAL POLYSACCHARIDE VACCINE	VACCINES
PAPILLOMAVIRUS HUMAN	VACCINES
PNEUMOCOCCAL 13-VALENT CONJUGATED VACCINE	VACCINES
PNEUMOCOCCAL POLYSCCHARIDE VACCINE	VACCINES
POLIOVIRUS VACCINE INACTIVATED	VACCINES
RABIES VACCINE	VACCINES
TYPHOID VACCINE	VACCINES
TYPHOID VACCINE LIVE	VACCINES
ZOSTER VACCINE	VACCINES
DIPHTHERIA TOXOID/PERTUSSIS /TETANUS TOXOID	VACCINES/TOXOIDS, OTHER
DIPHTHERIA/TETANUS TOXOID	#N/A
ANTIVENIN,CROTALIDAE POLYVALENT	ANTIVENINS/ANTITOXINS
BOTULISM ANTITOXIN	ANTIVENINS/ANTITOXINS
TETANUS ANTITOXIN	ANTIVENINS/ANTITOXINS
CYTOMEGALOVIRUS IMMUNE GLOBULIN HUMAN	IMMUNOGLOBULINS
GLOBULIN, IMMUNE	IMMUNOGLOBULINS
HEPATITIS B IMMUNE GLOBULIN	IMMUNOGLOBULINS
RABIES IMMUNE GLOBULIN,HUMAN	IMMUNOGLOBULINS
RHO (D) IMMUNE GLOBULIN,HUMAN IM (EQV-RHOGAM)	IMMUNOGLOBULINS
TETANUS IMMUNE GLOBULIN	IMMUNOGLOBULINS
VARICELLA ZOSTER IMMUNE GLOBULIN (HUMAN)	IMMUNOGLOBULINS
CYCLOSPORINE	#N/A
AZATHIOPRINE	IMMUNE SUPPRESSANTS
AZATHIOPRINE	IMMUNE SUPPRESSANTS
BASILIXIMAB	IMMUNE SUPPRESSANTS
CYCLOSPORINE	IMMUNE SUPPRESSANTS
CYCLOSPORINE	IMMUNE SUPPRESSANTS
DACLIZUMAB	IMMUNE SUPPRESSANTS
MUROMONAB-CD3	IMMUNE SUPPRESSANTS
MYCOPHENOLATE MOFETIL	IMMUNE SUPPRESSANTS
MYCOPHENOLATE MOFETIL	IMMUNE SUPPRESSANTS
MYCOPHENOLATE MOFETIL	IMMUNE SUPPRESSANTS
MYCOPHENOLIC ACID	IMMUNE SUPPRESSANTS
SIROLIMUS	IMMUNE SUPPRESSANTS
SIROLIMUS	IMMUNE SUPPRESSANTS
TACROLIMUS	IMMUNE SUPPRESSANTS
TACROLIMUS	IMMUNE SUPPRESSANTS
ALDESLEUKIN	IMMUNE STIMULANTS
DIMETHYL FUMARATE	IMMUNE STIMULANTS
INTERFERON ALFA	IMMUNE STIMULANTS
INTERFERON BETA-1A	IMMUNE STIMULANTS
INTERFERON GAMMA-1B	IMMUNE STIMULANTS
NATALIZUMAB	IMMUNE STIMULANTS
PEGINTERFERON ALFA-2A	IMMUNE STIMULANTS
PEGINTERFERON ALFA-2B	IMMUNE STIMULANTS
ALLERGENIC EXTRACT (VARIOUS)	IMMUNOLOGICAL AGENTS,OTHER
ANTI-THYMOCYTE GLOBULIN	IMMUNOLOGICAL AGENTS,OTHER
ANTI-THYMOCYTE GLOBULIN	IMMUNOLOGICAL AGENTS,OTHER
CROMOLYN SODIUM	IMMUNOLOGICAL AGENTS,OTHER
IMIQUIMOD	IMMUNOLOGICAL AGENTS,OTHER
INTERFERON BETA-1B	IMMUNOLOGICAL AGENTS,OTHER
LENALIDOMIDE	IMMUNOLOGICAL AGENTS,OTHER
THALIDOMIDE	IMMUNOLOGICAL AGENTS,OTHER
TRICHOPHYTON	IMMUNOLOGICAL AGENTS,OTHER
ACETIC ACID	IRRIGATION SOLUTIONS
CITRIC ACID/GLUCONO-DELTA/LACTONE/MAGNESIUM CARBONATE	IRRIGATION SOLUTIONS
CITRIC ACID/MAGNESIUM OXIDE/SODIUM CARBONATE	IRRIGATION SOLUTIONS
GLYCINE	IRRIGATION SOLUTIONS
LACTATED RINGERS	IRRIGATION SOLUTIONS
NEO /POLYMYX	IRRIGATION SOLUTIONS
RINGER'S	IRRIGATION SOLUTIONS
SODIUM CHLORIDE	IRRIGATION SOLUTIONS
WATER	IRRIGATION SOLUTIONS
DEXTROSE/PERITONEAL DIALYSIS	PERITONEAL DIALYSIS SOLUTIONS
SALSALATE	SALICYLATES,ANTIRHEUMATIC
DICLOFENAC NA	NONSALICYLATE NSAIs,ANTIRHEUMATIC
ETODOLAC	NONSALICYLATE NSAIs,ANTIRHEUMATIC
IBUPROFEN	NONSALICYLATE NSAIs,ANTIRHEUMATIC
IBUPROFEN	NONSALICYLATE NSAIs,ANTIRHEUMATIC
INDOMETHACIN	NONSALICYLATE NSAIs,ANTIRHEUMATIC
INDOMETHACIN	NONSALICYLATE NSAIs,ANTIRHEUMATIC
KETOROLAC TROMETHAMINE	NONSALICYLATE NSAIs,ANTIRHEUMATIC
MELOXICAM	NONSALICYLATE NSAIs,ANTIRHEUMATIC
NAPROXEN	NONSALICYLATE NSAIs,ANTIRHEUMATIC
SULINDAC	NONSALICYLATE NSAIs,ANTIRHEUMATIC
PENICILLAMINE	PENICILLAMINE
AURANOFIN	GOLD COMPOUNDS,ANTIRHEUMATIC
AUROTHIOGLUCOSE	GOLD COMPOUNDS,ANTIRHEUMATIC
GOLD NA THIOMALATE	GOLD COMPOUNDS,ANTIRHEUMATIC
LEFLUNOMIDE	ANTIRHEUMATICS,OTHER
BACLOFEN	SKELETAL MUSCLE RELAXANTS
BACLOFEN	SKELETAL MUSCLE RELAXANTS
CYCLOBENZAPRINE	SKELETAL MUSCLE RELAXANTS
DANTROLENE	SKELETAL MUSCLE RELAXANTS
DANTROLENE (i.e. Ryanodex)	SKELETAL MUSCLE RELAXANTS
METHOCARBAMOL	SKELETAL MUSCLE RELAXANTS
TIZANIDINE	SKELETAL MUSCLE RELAXANTS
ATRACURIUM	NEUROMUSCULAR BLOCKING AGENTS
CISATRACURIUM	NEUROMUSCULAR BLOCKING AGENTS
PANCURONIUM BROMIDE	NEUROMUSCULAR BLOCKING AGENTS
ROCURONIUM BROMIDE	NEUROMUSCULAR BLOCKING AGENTS
SUCCINYLCHOLINE	NEUROMUSCULAR BLOCKING AGENTS
VECURONIUM	NEUROMUSCULAR BLOCKING AGENTS
ALLOPURINOL	ANTIGOUT AGENTS
COLCHICINE	ANTIGOUT AGENTS
COLCHICINE	ANTIGOUT AGENTS
PROBENECID	ANTIGOUT AGENTS
GLATIRAMER ACETATE	MUSCULOSKELETAL AGENTS,OTHER
OXYMETAZOLINE HCL  (OTC)	DECONGESTANTS,NASAL
PHENYLEPHRINE HCL (OTC)	DECONGESTANTS,NASAL
FLUNISOLIDE	ANTI-INFLAMMATORIES,NASAL
FLUTICASONE (PROPRIONATE ONLY)	ANTI-INFLAMMATORIES,NASAL
BENZOCAINE (OTC)	ANESTHETICS,MUCOSAL
COCAINE HCL	ANESTHETICS,MUCOSAL
LIDOCAINE HCL 2% VISCOUS	ANESTHETICS,MUCOSAL
PHENOL	ANESTHETICS,MUCOSAL
THROAT LOZENGE	ANESTHETICS,MUCOSAL
CLOTRIMAZOLE	NASAL AND THROAT,TOPICAL,OTHER
CROMOLYN SODIUM	NASAL AND THROAT,TOPICAL,OTHER
IPRATROPIUM BROMIDE	NASAL AND THROAT,TOPICAL,OTHER
SODIUM CHLORIDE (OTC)	NASAL AND THROAT,TOPICAL,OTHER
BETAXOLOL	BETA-BLOCKERS,TOPICAL OPHTHALMIC
BETAXOLOL	BETA-BLOCKERS,TOPICAL OPHTHALMIC
LEVOBUNOLOL OPH	BETA-BLOCKERS,TOPICAL OPHTHALMIC
TIMOLOL	BETA-BLOCKERS,TOPICAL OPHTHALMIC
TIMOLOL	BETA-BLOCKERS,TOPICAL OPHTHALMIC
ACETYLCHOLINE CHLORIDE	MIOTICS,TOPICAL OPHTHALMIC
CARBACHOL	MIOTICS,TOPICAL OPHTHALMIC
ECHOTHIOPHATE IODIDE	MIOTICS,TOPICAL OPHTHALMIC
PILOCARPINE	MIOTICS,TOPICAL OPHTHALMIC
PILOCARPINE	MIOTICS,TOPICAL OPHTHALMIC
DIPIVEFRIN HCL	ADRENERGICS,TOPICAL OPHTHALMIC
BRIMONIDINE/BRINZOLAMIDE	ANTIGLAUCOMA COMBINATIONS,TOPICAL OPHTHALMIC
DORZOLAMIDE/TIMOLOL	ANTIGLAUCOMA COMBINATIONS,TOPICAL OPHTHALMIC
BRIMONIDINE TARTRATE	ANTIGLAUCOMA,OTHER
DORZOLAMIDE HCL	ANTIGLAUCOMA,OTHER
LATANOPROST	ANTIGLAUCOMA,OTHER
MITOMYCIN	ANTIGLAUCOMA,OTHER
CHLORAMPHENICOL	ANTIBACTERIALS,TOPICAL OPHTHALMIC
CIPROFLOXACIN HCL	ANTIBACTERIALS,TOPICAL OPHTHALMIC
ERYTHROMYCIN	ANTIBACTERIALS,TOPICAL OPHTHALMIC
GENTAMICIN SO4	ANTIBACTERIALS,TOPICAL OPHTHALMIC
GENTAMICIN SO4 	ANTIBACTERIALS,TOPICAL OPHTHALMIC
MOXIFLOXACIN	ANTIBACTERIALS,TOPICAL OPHTHALMIC
OFLOXACIN	ANTIBACTERIALS,TOPICAL OPHTHALMIC
SULFACETAMIDE NA	ANTIBACTERIALS,TOPICAL OPHTHALMIC
SULFACETAMIDE NA	ANTIBACTERIALS,TOPICAL OPHTHALMIC
TOBRAMYCIN	ANTIBACTERIALS,TOPICAL OPHTHALMIC
BACITRACIN/NEOMYCIN/POLYMYXIN	ANTI-INFECTIVE,TOPICAL OPHTHALMIC,OTHER
BACITRACIN/POLYMYXIN	ANTI-INFECTIVE,TOPICAL OPHTHALMIC,OTHER
GRAMICIDIN/NEOMYCIN/POLYMYXIN	ANTI-INFECTIVE,TOPICAL OPHTHALMIC,OTHER
POLYMYXIN/TRIMETHOPRIM	ANTI-INFECTIVE,TOPICAL OPHTHALMIC,OTHER
NATAMYCIN	ANTIFUNGALS,TOPICAL OPHTHALMIC
GANCICLOVIR	ANTIVIRALS,TOPICAL OPHTHALMIC
GANCICLOVIR	ANTIVIRALS,TOPICAL OPHTHALMIC
TRIFLURIDINE	ANTIVIRALS,TOPICAL OPHTHALMIC
VIDARABINE	ANTIVIRALS,TOPICAL OPHTHALMIC
CYCLOSPORINE	ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC
DEXAMETHASONE NA PHOSPHATE	ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC
DICLOFENAC NA	ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC
FLUOROMETHOLONE	ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC
FLUOROMETHOLONE	ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC
KETOROLAC TROMETHAMINE	ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC
PREDNISOLONE	ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC
RIMEXOLONE OPH	ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC
BACITRACIN/HC /NEO/POLYMYX	ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC
DEXAMETHASONE NA PHOS/NEOMYCIN	ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC
DEXAMETHASONE/NEO/POLYMX	ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC
DEXAMETHASONE/TOBRAMYCIN	ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC
DEXAMETHASONE/TOBRAMYCIN	ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC
GENTAMICIN/PREDNISOLONE	ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC
PREDNISOLONE NA PHOSPHATE/SULFACETAMIDE	ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC
CONTACT LENS SOLUTION	CONTACT LENS SOLUTIONS
POVIDONE IODINE	CONTACT LENS SOLUTIONS
ARTIFICIAL TEARS METHYLCELLULOSE (OTC)	EYE WASHES/LUBRICANTS
ARTIFICIAL TEARS POLYVINYL ALCOHOL (PF) (OTC)	EYE WASHES/LUBRICANTS
ARTIFICIAL TEARS SOLN (OTC)	EYE WASHES/LUBRICANTS
CARBOXYMETHYLCELLULOSE SODIUM	EYE WASHES/LUBRICANTS
EYE RINSE  (OTC)	EYE WASHES/LUBRICANTS
HIGH VISCOSITY ARTIFICIAL TEARS (OTC)	EYE WASHES/LUBRICANTS
IRRIGATING EYE	EYE WASHES/LUBRICANTS
LUBRICATING (PF) (OTC)	EYE WASHES/LUBRICANTS
OPHTH LUBRICATING OINTMENT (PF) (OTC)	EYE WASHES/LUBRICANTS
ATROPINE SULFATE	MYDRIATICS/CYCLOPLEGICS,TOPICAL OPHTHALMIC
ATROPINE SULFATE	MYDRIATICS/CYCLOPLEGICS,TOPICAL OPHTHALMIC
CYCLOPENTOLATE HCL	MYDRIATICS/CYCLOPLEGICS,TOPICAL OPHTHALMIC
CYCLOPENTOLATE/PHENYLEPHRINE	MYDRIATICS/CYCLOPLEGICS,TOPICAL OPHTHALMIC
DEXTRAN 70/HYPROMELLOSE (EQV OCUCOAT)	MYDRIATICS/CYCLOPLEGICS,TOPICAL OPHTHALMIC
HOMATROPINE HYDROBROMIDE	MYDRIATICS/CYCLOPLEGICS,TOPICAL OPHTHALMIC
PHENYLEPHRINE HCL	MYDRIATICS/CYCLOPLEGICS,TOPICAL OPHTHALMIC
SCOPOLAMINE HBR	MYDRIATICS/CYCLOPLEGICS,TOPICAL OPHTHALMIC
TROPICAMIDE	MYDRIATICS/CYCLOPLEGICS,TOPICAL OPHTHALMIC
PROPARACAINE	ANESTHETICS,TOPICAL OPHTHALMIC
TETRACAINE HCL	ANESTHETICS,TOPICAL OPHTHALMIC
NAPHAZOLINE	DECONGESTANTS,TOPICAL OPHTHALMIC
AFLIBERCEPT	OPHTHALMICS,OTHER
APRACLONIDINE HCL	OPHTHALMICS,OTHER
BENOXINATE HCL/FLUORESCEIN NA	OPHTHALMICS,OTHER
BENZALKONIUM CHLORIDE/TYLOXAPOL OPH SOLN (OTC)	OPHTHALMICS,OTHER
CHONDROITIN/HYALURONATE	OPHTHALMICS,OTHER
CHONDROITIN/HYALURONATE	OPHTHALMICS,OTHER
CROMOLYN NA OPH SOLN	OPHTHALMICS,OTHER
FLUORESCEIN	OPHTHALMICS,OTHER
FLUORESCEIN	OPHTHALMICS,OTHER
FLUORESCEIN	OPHTHALMICS,OTHER
FLUORESCEIN NA /PROPARACAINE	OPHTHALMICS,OTHER
FLURBIPROFEN NA	OPHTHALMICS,OTHER
FOSCARNET NA	OPHTHALMICS,OTHER
GELATIN,ABSORBABLE	OPHTHALMICS,OTHER
HYALURONATE NA	OPHTHALMICS,OTHER
KETOTIFEN	OPHTHALMICS,OTHER
LODOXAMIDE TROMETHAMINE	OPHTHALMICS,OTHER
NAPHAZOLINE/PHENIRAMINE	OPHTHALMICS,OTHER
RANIBIZUMAB	OPHTHALMICS,OTHER
ROSE BENGAL (OTC)	OPHTHALMICS,OTHER
SODIUM CHLORIDE (OTC)	OPHTHALMICS,OTHER
SODIUM CHLORIDE (OTC)	OPHTHALMICS,OTHER
TRYPAN BLUE	OPHTHALMICS,OTHER
SODIUM FLUORIDE (1.1%)	CARIOSTATICS,TOPICAL
SODIUM FLUORIDE (1.1%)	CARIOSTATICS,TOPICAL
SODIUM FLUORIDE (5%)	CARIOSTATICS,TOPICAL
ORABASE PLAIN PASTE (OTC)	DENTAL PROTECTANTS
ARTIFICIAL SALIVA  (OTC)	MOUTHWASHES
CHLORHEXIDINE GLUCONATE	MOUTHWASHES
MINOCYCLINE	DENTAL AND ORAL AGENTS,TOPICAL,OTHER
TRIAMCINOLONE ACETONIDE DENTAL	DENTAL AND ORAL AGENTS,TOPICAL,OTHER
ACETIC ACID/ALUMINUM ACETATE	ANTI-INFECTIVES,TOPICAL OTIC OTHER
CIPROFLOXACIN/DEXAMETHASONE	ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC
HC/NEOMYCIN/POLYMYXIN OTIC	ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC
CARBAMIDE PEROXIDE/GLYCERIN (OTC)	CERUMINOLYTICS
DEXTROSE 25%	PHARMACEUTICAL AIDS/REAGENTS
PHENOL	PHARMACEUTICAL AIDS/REAGENTS
PROPYLENE GLYCOL	PHARMACEUTICAL AIDS/REAGENTS
SODIUM CITRATE	PHARMACEUTICAL AIDS/REAGENTS
SODIUM CITRATE	PHARMACEUTICAL AIDS/REAGENTS
SORBITOL 70%	PHARMACEUTICAL AIDS/REAGENTS
WATER	PHARMACEUTICAL AIDS/REAGENTS
FLUNISOLIDE	ANTI-INFLAMMATORIES,INHALATION
MOMETASONE FUROATE	ANTI-INFLAMMATORIES,INHALATION
ALBUTEROL	BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION
ALBUTEROL	BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION
FORMOTEROL	BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION
METAPROTERENOL	BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION
OLODATEROL	BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION
ALBUTEROL	BRONCHODILATORS,SYMPATHOMIMETIC,ORAL
TERBUTALINE SULFATE	BRONCHODILATORS,SYMPATHOMIMETIC,ORAL
AMINOPHYLLINE DIHYDRATE	BRONCHODILATORS,XANTHINE-DERIVATIVE
THEOPHYLLINE	BRONCHODILATORS,XANTHINE-DERIVATIVE
THEOPHYLLINE	BRONCHODILATORS,XANTHINE-DERIVATIVE
THEOPHYLLINE	BRONCHODILATORS,XANTHINE-DERIVATIVE
THEOPHYLLINE	BRONCHODILATORS,XANTHINE-DERIVATIVE
THEOPHYLLINE	BRONCHODILATORS,XANTHINE-DERIVATIVE
THEOPHYLLINE	BRONCHODILATORS,XANTHINE-DERIVATIVE
THEOPHYLLINE	BRONCHODILATORS,XANTHINE-DERIVATIVE
IPRATROPIUM BROMIDE	BRONCHODILATORS,ANTICHOLINERGIC
IPRATROPIUM BROMIDE	BRONCHODILATORS,ANTICHOLINERGIC
TIOTROPIUM	BRONCHODILATORS,ANTICHOLINERGIC
ALBUTEROL/IPRATROPIUM	ANTIASTHMA,OTHER
